"network","drug_pair","Drug1","Drug2","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree","max.adjacency","code_3letter1","code_3letter2","drug_category1","drug_category2","targeted_cellular_process1","targeted_cellular_process2","use1","use2","ebw","ecr","seo","stm","pae","pau","int_sign_ebw","int_sign_ecr","int_sign_seo","int_sign_stm","int_sign_pae","int_sign_pau","drug_category","targeted_process","use","drugdrug","categorycategory","processprocess","useuse","clusters","sigma.rate","connection_onoff","drug_cat","targ","us","ebw_g","ecr_g","seo_g","stm_g","pae_g","pau_g","sum_g"
"Co-functional(EcoCyc)","Cephalexin_Metformin","Cephalexin","Metformin",Inf,0,6,15,10,"0","LEX","MF","beta-lactam","human drug","cell wall","human","antibiotic","human-targeted drug",0.050253855,0.021236658,0.01968194,0.045131702,-0.025486956,-0.03352575,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Cephalexin-Metformin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",1,0.000629838166910599,"disconnected",0,0,0,0,0,0,0,0,0,0
"Co-functional(EcoCyc)","Cephalexin_Penicillin G","Cephalexin","Penicillin G",1,15,15,15,15,"1","LEX","PEN","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.050012293,0.048796852,-0.069323225,-0.049739346,-0.056618085,0.017535041,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Cephalexin-Penicillin G","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",7,0.000715890300883358,"connected",1,1,1,0,0,0,0,0,0,0
"Co-functional(EcoCyc)","Cephalexin_Piperacillin","Cephalexin","Piperacillin",1,15,15,15,15,"1","LEX","PIP","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.055633476,0.059136962,-0.099882801,-0.059559677,0.147661201,0.030978977,"Additivity","Additivity","Additivity","Additivity","Antagonism","Additivity","Same","Same","Same","Cephalexin-Piperacillin","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",7,0.000715890300883358,"connected",1,1,1,0,0,0,0,1,0,1
"Co-functional(EcoCyc)","Cephalexin_Sulfamonomethoxine","Cephalexin","Sulfamonomethoxine",Inf,0,3,15,9,"0","LEX","SMM","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",0.040759134,-0.035577612,-0.071575537,-0.056276223,0.033680956,-0.02930043,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cephalexin-Sulfamonomethoxine","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",10,0.00194983040427243,"disconnected",0,0,1,0,0,0,0,0,0,0
"Co-functional(EcoCyc)","Cephalexin_Triclosan","Cephalexin","Triclosan",Inf,0,14,15,14,"0","LEX","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.024966915,-0.0224646,-0.056234661,-0.036972152,-0.022545978,0.040141169,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Cephalexin-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",3,0.00164627036677758,"disconnected",0,0,0,0,0,0,0,0,0,0
"Co-functional(EcoCyc)","Cephalexin_Trimethoprim","Cephalexin","Trimethoprim",Inf,0,14,15,14,"0","LEX","TMP","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",0.097480549,-0.054457577,0.058105158,0.028229181,-0.04210187,0.029393492,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cephalexin-Trimethoprim","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",9,0.00113943233689505,"disconnected",0,0,1,0,0,0,0,0,0,0
"Co-functional(EcoCyc)","Fosfomycin_Imipenem","Fosfomycin","Imipenem",1,15,15,15,15,"1","FOF","IPM","other cell wall","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.137902984,-0.092554488,-0.140864585,-0.257043238,-0.091269785,0.16863526,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity","Different","Same","Same","Fosfomycin-Imipenem","beta-lactam-other cell wall","cell wall-cell wall","antibiotic-antibiotic",3,0.00164627036677758,"connected",0,1,1,0,0,-1,-1,0,0,-2
"Co-functional(EcoCyc)","Fosfomycin_Meropenem","Fosfomycin","Meropenem",1,15,15,15,15,"1","FOF","MEM","other cell wall","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.041703112,-0.227313542,-0.130820415,-0.141126462,-0.050710867,0.060153709,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Same","Same","Fosfomycin-Meropenem","beta-lactam-other cell wall","cell wall-cell wall","antibiotic-antibiotic",3,0.00164627036677758,"connected",0,1,1,0,0,0,0,0,0,0
"Co-functional(EcoCyc)","Fosfomycin_Metformin","Fosfomycin","Metformin",Inf,0,6,15,10,"0","FOF","MF","other cell wall","human drug","cell wall","human","antibiotic","human-targeted drug",0.177602473,0.220626652,0.061711239,-0.030438274,-0.259320135,-0.480878825,"Antagonism","Antagonism","Additivity","Additivity","Additivity","Synergy","Different","Different","Different","Fosfomycin-Metformin","human drug-other cell wall","cell wall-human","antibiotic-human-targeted drug",5,0.00305904974850015,"disconnected",0,0,0,1,1,0,0,0,-1,1
"Co-functional(EcoCyc)","Fosfomycin_Penicillin G","Fosfomycin","Penicillin G",1,15,15,15,15,"1","FOF","PEN","other cell wall","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.133764513,-0.181619379,-0.260293115,-0.349446487,0.07047952,0.049728644,"Synergy","Synergy","Synergy","Synergy","Additivity","Additivity","Different","Same","Same","Fosfomycin-Penicillin G","beta-lactam-other cell wall","cell wall-cell wall","antibiotic-antibiotic",13,0.00728211401611587,"connected",0,1,1,-1,-1,-1,-1,0,0,-4
"Co-functional(EcoCyc)","Fosfomycin_Piperacillin","Fosfomycin","Piperacillin",1,15,15,15,15,"1","FOF","PIP","other cell wall","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.097494755,-0.294305731,-0.175558805,-0.20345176,-0.086793125,-0.071546249,"Additivity","Synergy","Additivity","Synergy","Additivity","Additivity","Different","Same","Same","Fosfomycin-Piperacillin","beta-lactam-other cell wall","cell wall-cell wall","antibiotic-antibiotic",13,0.00728211401611587,"connected",0,1,1,0,-1,0,-1,0,0,-2
"Co-functional(EcoCyc)","Fosfomycin_Sulfamonomethoxine","Fosfomycin","Sulfamonomethoxine",Inf,0,3,15,9,"0","FOF","SMM","other cell wall","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",-0.104643715,-0.16314448,0.069186836,-0.093894609,0.030954364,0.091723038,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Fosfomycin-Sulfamonomethoxine","folic acid biosynthesis-other cell wall","cell wall-DNA","antibiotic-antibiotic",5,0.00305904974850015,"disconnected",0,0,1,0,0,0,0,0,0,0
"Co-functional(EcoCyc)","Fosfomycin_Triclosan","Fosfomycin","Triclosan",Inf,0,14,15,14,"0","FOF","TRI","other cell wall","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.142486166,0.051302272,-0.03629406,-0.04814611,0.042003599,-0.022553859,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Fosfomycin-Triclosan","other cell wall-other membrane","cell wall-membrane","anti-infective-antibiotic",11,0.00134096342190378,"disconnected",0,0,0,0,0,0,0,0,0,0
"Co-functional(EcoCyc)","Fosfomycin_Trimethoprim","Fosfomycin","Trimethoprim",Inf,0,14,15,14,"0","FOF","TMP","other cell wall","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",0.266135173,0.301269277,0.072331519,-0.092080157,-0.035376183,0.097538885,"Antagonism","Antagonism","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Fosfomycin-Trimethoprim","folic acid biosynthesis-other cell wall","cell wall-DNA","antibiotic-antibiotic",2,0.00359381023086882,"disconnected",0,0,1,1,1,0,0,0,0,2
"Co-functional(EcoCyc)","Imipenem_Meropenem","Imipenem","Meropenem",1,15,15,15,15,"1","IPM","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.043372087,-0.18696158,-0.449210376,-0.150327204,0.091958374,0.0144448,"Additivity","Additivity","Synergy","Additivity","Antagonism","Additivity","Same","Same","Same","Imipenem-Meropenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,0.00728211401611587,"connected",1,1,1,0,0,-1,0,1,0,0
"Co-functional(EcoCyc)","Imipenem_Metformin","Imipenem","Metformin",Inf,0,6,15,10,"0","IPM","MF","beta-lactam","human drug","cell wall","human","antibiotic","human-targeted drug",0.069277269,0.056932163,0.073458803,0.032644056,-0.167607629,0.162494337,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Imipenem-Metformin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",1,0.000629838166910599,"disconnected",0,0,0,0,0,0,0,0,0,0
"Co-functional(EcoCyc)","Imipenem_Penicillin G","Imipenem","Penicillin G",1,15,15,15,15,"1","IPM","PEN","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.044969829,-0.028232779,-0.08263196,-0.083342967,-0.040171339,0.074942716,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Imipenem-Penicillin G","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",10,0.00194983040427243,"connected",1,1,1,0,0,0,0,0,0,0
"Co-functional(EcoCyc)","Imipenem_Piperacillin","Imipenem","Piperacillin",1,15,15,15,15,"1","IPM","PIP","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.036917094,-0.101216412,-0.144504898,-0.0625373,0.568022711,-0.063515816,"Additivity","Additivity","Additivity","Additivity","Antagonism","Additivity","Same","Same","Same","Imipenem-Piperacillin","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",2,0.00359381023086882,"connected",1,1,1,0,0,0,0,1,0,1
"Co-functional(EcoCyc)","Imipenem_Sulfamonomethoxine","Imipenem","Sulfamonomethoxine",Inf,0,3,15,9,"0","IPM","SMM","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",0.056073715,-0.077024387,-0.071210632,-0.064659168,0.027881695,0.030955533,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Imipenem-Sulfamonomethoxine","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",10,0.00194983040427243,"disconnected",0,0,1,0,0,0,0,0,0,0
"Co-functional(EcoCyc)","Imipenem_Triclosan","Imipenem","Triclosan",Inf,0,14,15,14,"0","IPM","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",0.022938866,-0.105416764,-0.024960561,-0.02091495,-0.251783446,-0.036194732,"Additivity","Additivity","Additivity","Additivity","Synergy","Additivity","Different","Different","Different","Imipenem-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",3,0.00164627036677758,"disconnected",0,0,0,0,0,0,0,-1,0,-1
"Co-functional(EcoCyc)","Imipenem_Trimethoprim","Imipenem","Trimethoprim",Inf,0,14,15,14,"0","IPM","TMP","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",-0.209926531,-0.066841182,0.165331485,0.139693916,-0.026139103,0.045790427,"Synergy","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Imipenem-Trimethoprim","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",4,0.0012517615591806,"disconnected",0,0,1,-1,0,0,0,0,0,-1
"Co-functional(EcoCyc)","Meropenem_Penicillin G","Meropenem","Penicillin G",1,15,15,15,15,"1","MEM","PEN","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.022390979,-0.111268039,-0.328360003,-0.271991515,-0.049163666,0.025804088,"Additivity","Additivity","Synergy","Additivity","Additivity","Additivity","Same","Same","Same","Meropenem-Penicillin G","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,0.00728211401611587,"connected",1,1,1,0,0,-1,0,0,0,-1
"Co-functional(EcoCyc)","Meropenem_Piperacillin","Meropenem","Piperacillin",1,15,15,15,15,"1","MEM","PIP","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.073097917,-0.161554188,-0.442742427,-0.296475539,0.029460805,-0.084089138,"Additivity","Synergy","Synergy","Additivity","Additivity","Additivity","Same","Same","Same","Meropenem-Piperacillin","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,0.00728211401611587,"connected",1,1,1,0,-1,-1,0,0,0,-2
"Co-functional(EcoCyc)","Meropenem_Sulfamonomethoxine","Meropenem","Sulfamonomethoxine",Inf,0,3,15,9,"0","MEM","SMM","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",-0.02821452,-0.105417466,0.015901437,-0.040127076,-0.065655478,0.046812545,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Meropenem-Sulfamonomethoxine","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",5,0.00305904974850015,"disconnected",0,0,1,0,0,0,0,0,0,0
"Co-functional(EcoCyc)","Meropenem_Trimethoprim","Meropenem","Trimethoprim",Inf,0,14,15,14,"0","MEM","TMP","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",-0.26189979,-0.095179138,-0.083575084,-0.067121067,0.054825356,0.059001928,"Synergy","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Meropenem-Trimethoprim","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",3,0.00164627036677758,"disconnected",0,0,1,-1,0,0,0,0,0,-1
"Co-functional(EcoCyc)","Metformin_Penicillin G","Metformin","Penicillin G",Inf,0,6,15,10,"0","MF","PEN","human drug","beta-lactam","human","cell wall","human-targeted drug","antibiotic",0.073926155,0.050441359,0.053931935,0.081491473,0.024865947,0.038397313,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Metformin-Penicillin G","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",2,0.00359381023086882,"disconnected",0,0,0,0,0,0,0,0,0,0
"Co-functional(EcoCyc)","Metformin_Piperacillin","Metformin","Piperacillin",Inf,0,6,15,10,"0","MF","PIP","human drug","beta-lactam","human","cell wall","human-targeted drug","antibiotic",0.06466441,0.091672837,-0.35264116,-0.43584446,-0.398713854,-0.509952545,"Additivity","Additivity","Additivity","Additivity","Additivity","Synergy","Different","Different","Different","Metformin-Piperacillin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",13,0.00728211401611587,"disconnected",0,0,0,0,0,0,0,0,-1,-1
"Co-functional(EcoCyc)","Metformin_Sulfamonomethoxine","Metformin","Sulfamonomethoxine",Inf,0,3,6,4,"0","MF","SMM","human drug","folic acid biosynthesis","human","DNA","human-targeted drug","antibiotic",-0.036551329,0.045807514,0.040047515,0.045790468,0.062199238,0.035394271,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Metformin-Sulfamonomethoxine","folic acid biosynthesis-human drug","DNA-human","antibiotic-human-targeted drug",8,0.00192460284059004,"disconnected",0,0,0,0,0,0,0,0,0,0
"Co-functional(EcoCyc)","Metformin_Trimethoprim","Metformin","Trimethoprim",Inf,0,6,14,10,"0","MF","TMP","human drug","folic acid biosynthesis","human","DNA","human-targeted drug","antibiotic",0.077358393,0.146219949,0.126628491,0.224133085,0.05332541,-0.030723111,"Additivity","Additivity","Antagonism","Antagonism","Additivity","Additivity","Different","Different","Different","Metformin-Trimethoprim","folic acid biosynthesis-human drug","DNA-human","antibiotic-human-targeted drug",2,0.00359381023086882,"disconnected",0,0,0,0,0,1,1,0,0,2
"Co-functional(EcoCyc)","Penicillin G_Piperacillin","Penicillin G","Piperacillin",1,15,15,15,15,"1","PEN","PIP","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.044091277,-0.137293835,0.074192917,-0.061017442,0.083031273,0.03624487,"Additivity","Synergy","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Penicillin G-Piperacillin","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",5,0.00305904974850015,"connected",1,1,1,0,-1,0,0,0,0,-1
"Co-functional(EcoCyc)","Penicillin G_Sulfamonomethoxine","Penicillin G","Sulfamonomethoxine",Inf,0,3,15,9,"0","PEN","SMM","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",0.035618895,-0.030967843,0.038458864,-0.072433899,-0.046694612,0.019693989,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Penicillin G-Sulfamonomethoxine","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",10,0.00194983040427243,"disconnected",0,0,1,0,0,0,0,0,0,0
"Co-functional(EcoCyc)","Penicillin G_Triclosan","Penicillin G","Triclosan",Inf,0,14,15,14,"0","PEN","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.022481861,-0.043846011,0.051027743,-0.092179744,-0.216956192,-0.054836854,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Penicillin G-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",3,0.00164627036677758,"disconnected",0,0,0,0,0,0,0,0,0,0
"Co-functional(EcoCyc)","Penicillin G_Trimethoprim","Penicillin G","Trimethoprim",Inf,0,14,15,14,"0","PEN","TMP","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",-0.075644948,0.10892675,0.10066855,-0.054725617,-0.066753153,0.032539234,"Additivity","Antagonism","Antagonism","Additivity","Additivity","Additivity","Different","Different","Same","Penicillin G-Trimethoprim","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",5,0.00305904974850015,"disconnected",0,0,1,0,1,1,0,0,0,2
"Co-functional(EcoCyc)","Piperacillin_Sulfamonomethoxine","Piperacillin","Sulfamonomethoxine",Inf,0,3,15,9,"0","PIP","SMM","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",-0.052301078,-0.090997928,0.041127167,0.058950166,-0.062381801,0.055110438,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Piperacillin-Sulfamonomethoxine","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",4,0.0012517615591806,"disconnected",0,0,1,0,0,0,0,0,0,0
"Co-functional(EcoCyc)","Piperacillin_Triclosan","Piperacillin","Triclosan",Inf,0,14,15,14,"0","PIP","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.011028118,-0.073949513,-0.041461355,-0.095879483,-0.067792908,0.033648972,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Piperacillin-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",3,0.00164627036677758,"disconnected",0,0,0,0,0,0,0,0,0,0
"Co-functional(EcoCyc)","Piperacillin_Trimethoprim","Piperacillin","Trimethoprim",Inf,0,14,15,14,"0","PIP","TMP","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",0.082761594,0.115617685,0.180282662,0.126745567,0.028767429,0.074772315,"Additivity","Additivity","Antagonism","Antagonism","Additivity","Additivity","Different","Different","Same","Piperacillin-Trimethoprim","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",2,0.00359381023086882,"disconnected",0,0,1,0,0,1,1,0,0,2
